Mod:Item:MetaData, Localized Name
chisel:marble_stairs.2:8, Marble Stairs
chisel:marble_stairs.3:0, Marble Stairs
chisel:marble_stairs.3:8, Marble Stairs
chisel:marble_stairs.4:0, Marble Stairs
chisel:marble_stairs.4:8, Marble Stairs
chisel:marble_stairs.5:0, Marble Stairs
chisel:marble_stairs.5:8, Marble Stairs
chisel:marble_stairs.6:0, Marble Stairs
chisel:marble_stairs.6:8, Marble Stairs
chisel:marble_stairs.7:0, Marble Stairs
chisel:marble_stairs.7:8, Marble Stairs
chisel:marble_pillar:0, Marble Pillar
chisel:marble_pillar:1, Marble Pillar
chisel:marble_pillar:2, Marble Pillar
chisel:marble_pillar:3, Marble Pillar
chisel:marble_pillar:4, Marble Pillar
chisel:marble_pillar:5, Marble Pillar
chisel:marble_pillar:6, Marble Pillar
chisel:marble_pillar:7, Marble Pillar
chisel:marble_pillar:8, Marble Pillar
chisel:marble_pillar:9, Marble Pillar
chisel:marble_pillar:10, Marble Pillar
chisel:marble_pillar:11, Marble Pillar
chisel:marble_pillar:12, Marble Pillar
chisel:marble_pillar:13, Marble Pillar
chisel:marble_pillar:14, Marble Pillar
chisel:marble_pillar:15, Marble Pillar
chisel:marble_pillar_slab:0, Marble Pillar Slab
chisel:marble_pillar_slab:1, Marble Pillar Slab
chisel:marble_pillar_slab:2, Marble Pillar Slab
chisel:marble_pillar_slab:3, Marble Pillar Slab
chisel:marble_pillar_slab:4, Marble Pillar Slab
chisel:marble_pillar_slab:5, Marble Pillar Slab
chisel:marble_pillar_slab:6, Marble Pillar Slab
chisel:marble_pillar_slab:7, Marble Pillar Slab
chisel:marble_pillar_slab:8, Marble Pillar Slab
chisel:marble_pillar_slab:9, Marble Pillar Slab
chisel:marble_pillar_slab:10, Marble Pillar Slab
chisel:marble_pillar_slab:11, Marble Pillar Slab
chisel:marble_pillar_slab:12, Marble Pillar Slab
chisel:marble_pillar_slab:13, Marble Pillar Slab
chisel:marble_pillar_slab:14, Marble Pillar Slab
chisel:marble_pillar_slab:15, Marble Pillar Slab
chisel:nation:0, Imperialistic Block
chisel:nation:1, Imperialistic Block
chisel:nation:2, Imperialistic Block
chisel:nation:3, Imperialistic Block
chisel:nation:4, Imperialistic Block
chisel:rebel:0, Rebellious Block
chisel:rebel:1, Rebellious Block
chisel:rebel:2, Rebellious Block
chisel:rebel:3, Rebellious Block
chisel:rebel:4, Rebellious Block
chisel:nether_brick:1, Nether Brick
chisel:nether_brick:2, Nether Brick
chisel:nether_brick:3, Nether Brick
chisel:nether_brick:4, Nether Brick
chisel:nether_brick:5, Nether Brick
chisel:nether_brick:6, Nether Brick
chisel:nether_brick:7, Nether Brick
chisel:nether_brick:8, Nether Brick
chisel:nether_brick:9, Nether Brick
chisel:nether_brick:10, Nether Brick
chisel:nether_brick:11, Nether Brick
chisel:nether_brick:12, Nether Brick
chisel:nether_brick:13, Nether Brick
chisel:nether_brick:14, Nether Brick
chisel:nether_brick:15, Nether Brick
chisel:netherrack:1, Netherrack
chisel:netherrack:2, Netherrack
chisel:netherrack:3, Netherrack
chisel:netherrack:4, Netherrack
chisel:netherrack:5, Netherrack
chisel:netherrack:6, Netherrack
chisel:netherrack:7, Netherrack
chisel:netherrack:8, Netherrack
chisel:netherrack:9, Netherrack
chisel:netherrack:10, Netherrack
chisel:netherrack:11, Netherrack
chisel:netherrack:12, Netherrack
chisel:netherrack:13, Netherrack
chisel:netherrack:14, Netherrack
chisel:obsidian:1, Obsidian
chisel:obsidian:2, Obsidian
chisel:obsidian:3, Obsidian
chisel:obsidian:4, Obsidian
chisel:obsidian:5, Obsidian
chisel:obsidian:6, Obsidian
chisel:obsidian:7, Obsidian
chisel:obsidian:8, Obsidian
chisel:obsidian:9, Obsidian
chisel:obsidian:10, Obsidian
chisel:obsidian:11, Obsidian
chisel:obsidian:12, Obsidian
chisel:obsidian:13, Obsidian
chisel:obsidian:14, Obsidian
chisel:obsidian:15, Obsidian
chisel:packedice:1, Packed Ice
chisel:packedice:2, Packed Ice
chisel:packedice:3, Packed Ice
chisel:packedice:4, Packed Ice
chisel:packedice:5, Packed Ice
chisel:packedice:6, Packed Ice
chisel:packedice:7, Packed Ice
chisel:packedice:8, Packed Ice
chisel:packedice:9, Packed Ice
chisel:packedice:10, Packed Ice
chisel:packedice:11, Packed Ice
chisel:packedice:12, Packed Ice
chisel:packedice:13, Packed Ice
chisel:packedice:14, Packed Ice
chisel:packedice:15, Packed Ice
chisel:packedice_pillar:0, Packed Ice Pillar
chisel:packedice_pillar:1, Packed Ice Pillar
chisel:packedice_pillar:2, Packed Ice Pillar
chisel:packedice_pillar:3, Packed Ice Pillar
chisel:packedice_pillar:4, Packed Ice Pillar
chisel:packedice_pillar:5, Packed Ice Pillar
chisel:packedice_pillar:6, Packed Ice Pillar
chisel:packedice_stairs.0:0, Packed Ice Stairs
chisel:packedice_stairs.0:8, Packed Ice Stairs
chisel:packedice_stairs.1:0, Packed Ice Stairs
chisel:packedice_stairs.1:8, Packed Ice Stairs
chisel:packedice_stairs.2:0, Packed Ice Stairs
chisel:packedice_stairs.2:8, Packed Ice Stairs
chisel:packedice_stairs.3:0, Packed Ice Stairs
chisel:packedice_stairs.3:8, Packed Ice Stairs
chisel:packedice_stairs.4:0, Packed Ice Stairs
chisel:packedice_stairs.4:8, Packed Ice Stairs
chisel:packedice_stairs.5:0, Packed Ice Stairs
chisel:packedice_stairs.5:8, Packed Ice Stairs
chisel:packedice_stairs.6:0, Packed Ice Stairs
chisel:packedice_stairs.6:8, Packed Ice Stairs
chisel:packedice_stairs.7:0, Packed Ice Stairs
chisel:packedice_stairs.7:8, Packed Ice Stairs
chisel:paperwall:0, Paperwall
chisel:paperwall:1, Paperwall
chisel:paperwall:2, Paperwall
chisel:paperwall:3, Paperwall
chisel:paperwall:4, Paperwall
chisel:paperwall:5, Paperwall
chisel:paperwall:6, Paperwall
chisel:paperwall:7, Paperwall
chisel:paperwall:8, Paperwall
chisel:paperwall_block:0, Paperwall Block
chisel:paperwall_block:1, Paperwall Block
chisel:paperwall_block:2, Paperwall Block
chisel:paperwall_block:3, Paperwall Block
chisel:paperwall_block:4, Paperwall Block
chisel:paperwall_block:5, Paperwall Block
chisel:paperwall_block:6, Paperwall Block
chisel:paperwall_block:7, Paperwall Block
chisel:paperwall_block:8, Paperwall Block
chisel:present:0, Present
chisel:present:1, Present
chisel:present:2, Present
chisel:present:3, Present
chisel:present:4, Present
chisel:present:5, Present
chisel:present:6, Present
chisel:present:7, Present
chisel:present:8, Present
chisel:present:9, Present
chisel:present:10, Present
chisel:present:11, Present
chisel:present:12, Present
chisel:present:13, Present
chisel:present:14, Present
chisel:present:15, Present
chisel:pumpkin1:0, Pumpkin
chisel:pumpkin2:0, Pumpkin
chisel:pumpkin3:0, Pumpkin
chisel:pumpkin4:0, Pumpkin
chisel:pumpkin5:0, Pumpkin
chisel:pumpkin6:0, Pumpkin
chisel:pumpkin7:0, Pumpkin
chisel:pumpkin8:0, Pumpkin
chisel:pumpkin9:0, Pumpkin
chisel:pumpkin10:0, Pumpkin
chisel:pumpkin11:0, Pumpkin
chisel:pumpkin12:0, Pumpkin
chisel:pumpkin13:0, Pumpkin
chisel:pumpkin14:0, Pumpkin
chisel:pumpkin15:0, Pumpkin
chisel:pumpkin16:0, Pumpkin
chisel:purpur:0, Purpur Block
chisel:purpur:1, Purpur Block
chisel:purpur:2, Purpur Block
chisel:purpur:3, Purpur Block
chisel:purpur:4, Purpur Block
chisel:purpur:5, Purpur Block
chisel:purpur:6, Purpur Block
chisel:purpur:7, Purpur Block
chisel:purpur:8, Purpur Block
chisel:purpur:9, Purpur Block
chisel:purpur:10, Purpur Block
chisel:redstone_block:1, Redstone Block
chisel:redstone_block:2, Redstone Block
chisel:redstone_block:3, Redstone Block
chisel:redstone_block:4, Redstone Block
chisel:redstone_block:5, Redstone Block
chisel:redstone_block:6, Redstone Block
chisel:redstone_block:7, Redstone Block
chisel:redstone_block:8, Redstone Block
chisel:redstone_block:9, Redstone Block
chisel:redstone_block:10, Redstone Block
chisel:redstone_block:11, Redstone Block
chisel:redstone_block:12, Redstone Block
chisel:redstone_block:13, Redstone Block
chisel:redstone_block:14, Redstone Block
chisel:redstone_block:15, Redstone Block
chisel:road_line:0, Road Lines
chisel:road_line:1, Road Lines
chisel:road_line:2, Road Lines
chisel:road_line:3, Road Lines
chisel:sandstone:0, Sandstone
chisel:sandstone:1, Sandstone
chisel:sandstone:2, Sandstone
chisel:sandstone:3, Sandstone
chisel:sandstone:4, Sandstone
chisel:sandstone:5, Sandstone
chisel:sandstone:6, Sandstone
chisel:sandstone:7, Sandstone
chisel:sandstone:8, Sandstone
chisel:sandstone:9, Sandstone
chisel:sandstone:10, Sandstone
chisel:sandstone:11, Sandstone
chisel:sandstone:12, Sandstone
chisel:sandstone:13, Sandstone
chisel:sandstone:14, Sandstone
chisel:sandstone:15, Sandstone
chisel:sandstone2:0, tile.chisel.sandstone2.name
chisel:sandstone2:1, tile.chisel.sandstone2.name
chisel:sandstone_scribbles:0, Sandstone Scribbles
chisel:sandstone_scribbles:1, Sandstone Scribbles
chisel:sandstone_scribbles:2, Sandstone Scribbles
chisel:sandstone_scribbles:3, Sandstone Scribbles
chisel:sandstone_scribbles:4, Sandstone Scribbles
chisel:sandstone_scribbles:5, Sandstone Scribbles
chisel:sandstone_scribbles:6, Sandstone Scribbles
chisel:sandstone_scribbles:7, Sandstone Scribbles
chisel:sandstone_scribbles:8, Sandstone Scribbles
chisel:sandstone_scribbles:9, Sandstone Scribbles
chisel:sandstone_scribbles:10, Sandstone Scribbles
chisel:sandstone_scribbles:11, Sandstone Scribbles
chisel:sandstone_scribbles:12, Sandstone Scribbles
chisel:sandstone_scribbles:13, Sandstone Scribbles
chisel:sandstone_scribbles:14, Sandstone Scribbles
chisel:sandstone_scribbles:15, Sandstone Scribbles
chisel:silverblock:0, Block of Silver
chisel:silverblock:1, Block of Silver
chisel:silverblock:2, Block of Silver
chisel:silverblock:3, Block of Silver
chisel:silverblock:4, Block of Silver
chisel:silverblock:5, Block of Silver
chisel:sand_snakestone:1, Sand Snakestone
chisel:sand_snakestone:13, Sand Snakestone
chisel:stone_snakestone:1, Stone Snakestone
chisel:stone_snakestone:13, Stone Snakestone
chisel:obsidian_snakestone:1, Obsidian Snakestone
chisel:obsidian_snakestone:13, Obsidian Snakestone
chisel:steelblock:0, Block of Steel
chisel:steelblock:1, Block of Steel
chisel:steelblock:2, Block of Steel
chisel:steelblock:3, Block of Steel
chisel:steelblock:4, Block of Steel
chisel:steelblock:5, Block of Steel
chisel:stonebricksmooth:0, Stone Bricks
chisel:stonebricksmooth:1, Stone Bricks
chisel:stonebricksmooth:2, Stone Bricks
chisel:stonebricksmooth:3, Stone Bricks
chisel:stonebricksmooth:4, Stone Bricks
chisel:stonebricksmooth:5, Stone Bricks
chisel:stonebricksmooth:6, Stone Bricks
chisel:stonebricksmooth:7, Stone Bricks
chisel:stonebricksmooth:8, Stone Bricks
chisel:stonebricksmooth:9, Stone Bricks
chisel:stonebricksmooth:10, Stone Bricks
chisel:stonebricksmooth:11, Stone Bricks
chisel:stonebricksmooth:12, Stone Bricks
chisel:stonebricksmooth:13, Stone Bricks
chisel:stonebricksmooth:14, Stone Bricks
chisel:stonebricksmooth:15, Stone Bricks
chisel:tallow:0, Block of Tallow
chisel:tallow:1, Block of Tallow
chisel:technical:0, Technical Block
chisel:technical:1, Technical Block
chisel:technical:2, Technical Block
chisel:technical:3, Technical Block
chisel:technical:4, Technical Block
chisel:technical:5, Technical Block
chisel:technical:6, Technical Block
chisel:technical:7, Technical Block
chisel:technical:8, Technical Block
chisel:technical:9, Technical Block
chisel:technical:10, Technical Block
chisel:technical:11, Technical Block
chisel:technical:12, Technical Block
chisel:technical:13, Technical Block
chisel:technical:14, Technical Block
chisel:technical:15, Technical Block
chisel:technical2:0, Transparent Technical Block
chisel:technical2:1, Transparent Technical Block
chisel:technical2:2, Transparent Technical Block
chisel:technical2:3, Transparent Technical Block
chisel:technical3:0, Industrial Technical Block
chisel:technical3:1, Industrial Technical Block
chisel:technical4:0, Technical Block
chisel:technical4:1, Technical Block
chisel:technical4:2, Technical Block
chisel:technical4:3, Technical Block
chisel:technical4:4, Technical Block
chisel:technical4:5, Technical Block
chisel:technical4:6, Technical Block
chisel:technical4:7, Technical Block
chisel:templeblock:0, Temple Block
chisel:templeblock:1, Temple Block
chisel:templeblock:2, Temple Block
chisel:templeblock:3, Temple Block
chisel:templeblock:4, Temple Block
chisel:templeblock:5, Temple Block
chisel:templeblock:6, Temple Block
chisel:templeblock:7, Temple Block
chisel:templeblock:8, Temple Block
chisel:templeblock:9, Temple Block
chisel:templeblock:10, Temple Block
chisel:templeblock:11, Temple Block
chisel:templeblock:12, Temple Block
chisel:templeblock:13, Temple Block
chisel:templeblock:14, Temple Block
chisel:templeblock:15, Temple Block
chisel:mossy_templeblock:0, Mossy Temple Block
chisel:mossy_templeblock:1, Mossy Temple Block
chisel:mossy_templeblock:2, Mossy Temple Block
chisel:mossy_templeblock:3, Mossy Temple Block
chisel:mossy_templeblock:4, Mossy Temple Block
chisel:mossy_templeblock:5, Mossy Temple Block
chisel:mossy_templeblock:6, Mossy Temple Block
chisel:mossy_templeblock:7, Mossy Temple Block
chisel:mossy_templeblock:8, Mossy Temple Block
chisel:mossy_templeblock:9, Mossy Temple Block
chisel:mossy_templeblock:10, Mossy Temple Block
chisel:mossy_templeblock:11, Mossy Temple Block
chisel:mossy_templeblock:12, Mossy Temple Block
chisel:mossy_templeblock:13, Mossy Temple Block
chisel:mossy_templeblock:14, Mossy Temple Block
chisel:mossy_templeblock:15, Mossy Temple Block
chisel:tinblock:0, Block of Tin
chisel:tinblock:1, Block of Tin
chisel:tinblock:2, Block of Tin
chisel:tinblock:3, Block of Tin
chisel:tinblock:4, Block of Tin
chisel:tinblock:5, Block of Tin
chisel:thaumium:0, Thaumium Block
chisel:thaumium:1, Thaumium Block
chisel:thaumium:2, Thaumium Block
chisel:thaumium:3, Thaumium Block
chisel:thaumium:4, Thaumium Block
chisel:thaumium:5, Thaumium Block
chisel:torch1, Torch
chisel:torch2, Torch
chisel:torch3, Torch
chisel:torch4, Torch
chisel:torch5, Torch
chisel:torch6, Torch
chisel:torch7, Torch
chisel:torch8, Torch
chisel:torch9, Torch
chisel:torch10, Torch
chisel:tyrian:0, Tyrian
chisel:tyrian:1, Tyrian
chisel:tyrian:2, Tyrian
chisel:tyrian:3, Tyrian
chisel:tyrian:4, Tyrian
chisel:tyrian:5, Tyrian
chisel:tyrian:6, Tyrian
chisel:tyrian:7, Tyrian
chisel:tyrian:8, Tyrian
chisel:tyrian:9, Tyrian
chisel:tyrian:10, Tyrian
chisel:tyrian:11, Tyrian
chisel:tyrian:12, Tyrian
chisel:tyrian:13, Tyrian
chisel:tyrian:14, Tyrian
chisel:tyrian:15, Tyrian
chisel:uraniumblock:0, Block of Uranium
chisel:uraniumblock:1, Block of Uranium
chisel:uraniumblock:2, Block of Uranium
chisel:uraniumblock:3, Block of Uranium
chisel:uraniumblock:4, Block of Uranium
chisel:uraniumblock:5, Block of Uranium
chisel:valentines:0, Valentines Block
chisel:valentines:1, Valentines Block
chisel:valentines:2, Valentines Block
chisel:valentines:3, Valentines Block
chisel:valentines:4, Valentines Block
chisel:valentines:5, Valentines Block
chisel:valentines:6, Valentines Block
chisel:valentines:7, Valentines Block
chisel:valentines:8, Valentines Block
chisel:valentines:9, Valentines Block
chisel:voidstone:0, Voidstone
chisel:voidstone:1, Voidstone
chisel:voidstone:2, Voidstone
chisel:voidstone:3, Voidstone
chisel:voidstone:4, Voidstone
chisel:voidstone:5, Voidstone
chisel:voidstone:6, Voidstone
chisel:voidstone:7, Voidstone
chisel:voidstone2:0, Energised Voidstone
chisel:voidstone2:1, Energised Voidstone
chisel:voidstone2:2, Energised Voidstone
chisel:voidstone2:3, Energised Voidstone
chisel:voidstone2:4, Energised Voidstone
chisel:voidstone2:5, Energised Voidstone
chisel:voidstone2:6, Energised Voidstone
chisel:voidstone2:7, Energised Voidstone
chisel:voidstoneRunic:1, Runic Voidstone
chisel:voidstoneRunic:2, Runic Voidstone
chisel:voidstoneRunic:3, Runic Voidstone
chisel:voidstoneRunic:4, Runic Voidstone
chisel:voidstoneRunic:5, Runic Voidstone
chisel:voidstoneRunic:6, Runic Voidstone
chisel:voidstoneRunic:7, Runic Voidstone
chisel:voidstoneRunic:8, Runic Voidstone
chisel:voidstoneRunic:9, Runic Voidstone
chisel:voidstoneRunic:10, Runic Voidstone
chisel:voidstoneRunic:11, Runic Voidstone
chisel:voidstoneRunic:12, Runic Voidstone
chisel:voidstoneRunic:13, Runic Voidstone
chisel:voidstoneRunic:14, Runic Voidstone
chisel:voidstoneRunic:15, Runic Voidstone
chisel:voidstonePillar:0, Voidstone Pillar
chisel:voidstonePillar2:0, Energised Voidstone Pillar
chisel:warningSign:0, Warning Sign
chisel:warningSign:1, Warning Sign
chisel:warningSign:2, Warning Sign
chisel:warningSign:3, Warning Sign
chisel:warningSign:4, Warning Sign
chisel:warningSign:5, Warning Sign
chisel:warningSign:6, Warning Sign
chisel:warningSign:7, Warning Sign
chisel:warningSign:8, Warning Sign
chisel:warningSign:9, Warning Sign
chisel:warningSign:10, Warning Sign
chisel:warningSign:11, Warning Sign
chisel:warningSign:12, Warning Sign
chisel:warningSign:13, Warning Sign
chisel:warningSign:14, Warning Sign
chisel:waterstone:0, Waterstone
chisel:waterstone:1, Waterstone
chisel:waterstone:2, Waterstone
chisel:waterstone:3, Waterstone
chisel:waterstone:4, Waterstone
chisel:waterstone:5, Waterstone
chisel:waterstone:6, Waterstone
chisel:oak_planks:1, Oak Wood Planks
chisel:oak_planks:2, Oak Wood Planks
chisel:oak_planks:6, Oak Wood Planks
chisel:oak_planks:8, Oak Wood Planks
chisel:oak_planks:9, Oak Wood Planks
chisel:oak_planks:10, Oak Wood Planks
chisel:oak_planks:11, Oak Wood Planks
chisel:oak_planks:13, Oak Wood Planks
chisel:oak_planks:3, Oak Wood Planks
chisel:oak_planks:4, Oak Wood Planks
chisel:oak_planks:5, Oak Wood Planks
chisel:oak_planks:7, Oak Wood Planks
chisel:oak_planks:12, Oak Wood Planks
chisel:oak_planks:14, Oak Wood Planks
chisel:oak_planks:15, Oak Wood Planks
chisel:spruce_planks:1, Spruce Wood Planks
chisel:spruce_planks:2, Spruce Wood Planks
chisel:spruce_planks:6, Spruce Wood Planks
chisel:spruce_planks:8, Spruce Wood Planks
chisel:spruce_planks:9, Spruce Wood Planks
chisel:spruce_planks:10, Spruce Wood Planks
chisel:spruce_planks:11, Spruce Wood Planks
chisel:spruce_planks:13, Spruce Wood Planks
chisel:spruce_planks:3, Spruce Wood Planks
chisel:spruce_planks:4, Spruce Wood Planks
chisel:spruce_planks:5, Spruce Wood Planks
chisel:spruce_planks:7, Spruce Wood Planks
chisel:spruce_planks:12, Spruce Wood Planks
chisel:spruce_planks:14, Spruce Wood Planks
chisel:spruce_planks:15, Spruce Wood Planks
chisel:birch_planks:1, Birch Wood Planks
chisel:birch_planks:2, Birch Wood Planks
chisel:birch_planks:6, Birch Wood Planks
chisel:birch_planks:8, Birch Wood Planks
chisel:birch_planks:9, Birch Wood Planks
chisel:birch_planks:10, Birch Wood Planks
chisel:birch_planks:11, Birch Wood Planks
chisel:birch_planks:13, Birch Wood Planks
chisel:birch_planks:3, Birch Wood Planks
chisel:birch_planks:4, Birch Wood Planks
chisel:birch_planks:5, Birch Wood Planks
chisel:birch_planks:7, Birch Wood Planks
chisel:birch_planks:12, Birch Wood Planks
chisel:birch_planks:14, Birch Wood Planks
chisel:birch_planks:15, Birch Wood Planks
chisel:jungle_planks:1, Jungle Wood Planks
chisel:jungle_planks:2, Jungle Wood Planks
chisel:jungle_planks:6, Jungle Wood Planks
chisel:jungle_planks:8, Jungle Wood Planks
chisel:jungle_planks:9, Jungle Wood Planks
chisel:jungle_planks:10, Jungle Wood Planks
chisel:jungle_planks:11, Jungle Wood Planks
chisel:jungle_planks:13, Jungle Wood Planks
chisel:jungle_planks:3, Jungle Wood Planks
chisel:jungle_planks:4, Jungle Wood Planks
chisel:jungle_planks:5, Jungle Wood Planks
